PDS Client Code,Client Name,PDS Product Code,Cession ID#,Active To,To be uploaded,Status,PULLED 9/23,AVAILABLE UNDER NEW LOG IN,Future Development
PORC210901,28 Hicklin Reinsurance Limited ,VESC_SC-PORC_A,8039,,YES,,y,,Equation included in Product Mapping
PORC190606,"3-Line Sisters Reinsurance, Ltd. ",Chemical_PORC_A,7497,,YES,,y,,
PORC190606,"3-Line Sisters Reinsurance, Ltd. ",GAP_PORC_A,7498,,YES,,y,,
PORC190606,"3-Line Sisters Reinsurance, Ltd. ",TW_PORC_A,7499,,YES,,y,,
PORC190606,"3-Line Sisters Reinsurance, Ltd. ",VESC_SC-PORC_A,7194,,YES,,y,,
PORC120405,"4 KAPS Reinsurance, Ltd. (AG) ",EL_SFA,,-,NO,,y,,
PORC120405,"4 KAPS Reinsurance, Ltd. (AG) ",Etch_SFA,,-,NO,,y,,
PORC120405,"4 KAPS Reinsurance, Ltd. (AG) ",GAP_SFA,,-,NO,,y,,
PORC120405,"4 KAPS Reinsurance, Ltd. (AG) ",PPM_SFA,,-,NO,,y,,
PORC120405,"4 KAPS Reinsurance, Ltd. (AG) ",VESC_LP-SFA,6987,,YES,,y,,
PORC120405,"4 KAPS Reinsurance, Ltd. (AG) ",VESC_PC-SFA,,-,NO,,y,,
PORC120405,"4 KAPS Reinsurance, Ltd. (AG) ",VESC_SC-SFA,6990,,YES,,y,,* For Annual… Can newer date automatically replace??
PORC120405,"4 KAPS Reinsurance, Ltd. (AG) ",VscRefund_SC-SFA,,-,NO,,y,,
PORC120407,"4 KAPS Reinsurance, Ltd. (AG) ",PPM_SFA,,12/31/21,NO,,y,,
PORC120407,"4 KAPS Reinsurance, Ltd. (AG) ",VESC_LP-SFA_A,4230,,YES,,y,,
PORC120407,"4 KAPS Reinsurance, Ltd. (AG) ",VESC_LP-SFA,,-,NO,,y,,* For Annual… Can newer date automatically replace??
PORC120407,"4 KAPS Reinsurance, Ltd. (AG) ",VESC_SC-SFA,,-,NO,,y,,
PORC080305,"4 KAPS Reinsurance, Ltd. (QS)",EL_PORC,,-,NO,,y,,
PORC080305,"4 KAPS Reinsurance, Ltd. (QS)",Etch_PORC,,-,NO,,y,,
PORC080305,"4 KAPS Reinsurance, Ltd. (QS)",GAP_PORC,6986,,YES,,y,,* For Annual… Can newer date automatically replace??
PORC080305,"4 KAPS Reinsurance, Ltd. (QS)",LP_PORC,4233,,YES,,y,,
PORC080305,"4 KAPS Reinsurance, Ltd. (QS)",PPM_PORC,,-,NO,,y,,
PORC080305,"4 KAPS Reinsurance, Ltd. (QS)",VESC_PC-PORC,,-,NO,,y,,
PORC080305,"4 KAPS Reinsurance, Ltd. (QS)",VESC_SC-PORC,4247,,YES,,y,,
PORC080305,"4 KAPS Reinsurance, Ltd. (QS)",VscRefund_PORC,,-,NO,,y,,
PORC120406,"4 KAPS Reinsurance, Ltd. (QS) ",LP_PORC_A,4231,,YES,X,y,,
PORC120406,"4 KAPS Reinsurance, Ltd. (QS) ",LP_PORC,4229,,YES,X,y,,
PORC120406,"4 KAPS Reinsurance, Ltd. (QS) ",PPM_PORC,,12/31/18,NO,,y,,
PORC120406,"4 KAPS Reinsurance, Ltd. (QS) ",VESC_SC-PORC,,12/31/18,NO,,y,,
PORC171101,"786 Solutions Reinsurance, Ltd. ",Chemical_PORC_A,8620,,YES,,y,,
PORC171101,"786 Solutions Reinsurance, Ltd. ",Etch_PORC_A,5611,,YES,,y,,
PORC171101,"786 Solutions Reinsurance, Ltd. ",VESC_SC-PORC_A,5610,,YES,,y,,
PORC110326,Alabri Reinsurance Ltd.,Etch_PORC_A,,-,NO,,Y,,
PORC110326,Alabri Reinsurance Ltd.,Etch_PORC,,-,NO,,Y,,
PORC110326,Alabri Reinsurance Ltd.,GAP_PORC_A,,-,NO,,Y,,
PORC110326,Alabri Reinsurance Ltd.,GAP_PORC,,-,NO,,Y,,
PORC110326,Alabri Reinsurance Ltd.,GIP_PORC,,-,NO,,Y,,
PORC200202,"American School Bus Protection Reinsurance, Ltd. ",VESC_LW-PORC_A,7243,,YES,,y,,
PORC070807,"Appalachian Reinsurance, Ltd.",EL_PORC,,12/31/22,NO,,Y,,
PORC110401,"Appalachian Reinsurance, Ltd.",EL_PORC,,12/31/22,NO,,y,,
PORC120404,"Automotive Development Group Reinsurance, Ltd. ",PPM_PORC,,12/31/19,NO,,y,,* For Annual… Can newer date automatically replace??
PORC131001,"AVB Five Reinsurance, Ltd. ",PPM_PORC,,-,NO,,N,,
PORC200205,"B & H Investments Reinsurance, Ltd. ",Chemical_PORC_A,8528,,YES,,y,,
PORC200205,"B & H Investments Reinsurance, Ltd. ",GAP_PORC_A,7967,,YES,,y,,
PORC200205,"B & H Investments Reinsurance, Ltd. ",VESC_CL-PORC_A,7212,,YES,,y,,
PORC200205,"B & H Investments Reinsurance, Ltd. ",VESC_KR-PORC_A,7968,,YES,,y,,
PORC200205,"B & H Investments Reinsurance, Ltd. ",VESC_PR-PORC_A,7970,,YES,,y,,
PORC200205,"B & H Investments Reinsurance, Ltd. ",VESC_PW-PORC_A,8543,,YES,,y,,
PORC200205,"B & H Investments Reinsurance, Ltd. ",VESC_SC-PORC_A,7969,,YES,,y,,
PORC130503,"B & R Turbo Reinsurance, Ltd. ",GAP_PORC_A,8629,,YES,,y,,
PORC130503,"B & R Turbo Reinsurance, Ltd. ",Chemical_PORC_A,3574,,YES,,y,,
PORC130503,"B & R Turbo Reinsurance, Ltd. ",Chemical_PORC,,05/31/19,NO,,y,,
PORC130503,"B & R Turbo Reinsurance, Ltd. ",TW_PORC_A,7434,,YES,,y,,
PORC130503,"B & R Turbo Reinsurance, Ltd. ",VESC_SC-PORC_A,3576,,YES,,y,,
PORC130503,"B & R Turbo Reinsurance, Ltd. ",VESC_SC-PORC,,12/31/21,NO,,y,,
PORC131205,"Baron Group Reinsurance, Ltd. ",Etch_PORC_A,7239,,YES,,y,,
PORC131205,"Baron Group Reinsurance, Ltd. ",PPM-PORC_A,4370,,YES,,y,,
PORC131205,"Baron Group Reinsurance, Ltd. ",VESC_SC-PORC_A,4371,,YES,,y,,
PORC131205,"Baron Group Reinsurance, Ltd. ",VESC_SC-PORC,,07/08/19,NO,,y,,
PORC061101,"Bemis Reinsurance, Ltd. ",Equis_SC-PORC,,12/31/18,NO,,N,,
PORC120904,BES & Associates Reinsurance Limited ,Chemical_PORC_A,3315,,YES,,y,,
PORC120904,BES & Associates Reinsurance Limited ,Chemical_PORC,,12/31/21,NO,,y,,
PORC120904,BES & Associates Reinsurance Limited ,GAP_PORC_A,,12/31/22,NO,,y,,
PORC120904,BES & Associates Reinsurance Limited ,GAP_PORC,,12/31/22,NO,,y,,
PORC120904,BES & Associates Reinsurance Limited ,LP_PORC_A,3319,,YES,,y,,
PORC120904,BES & Associates Reinsurance Limited ,LP_PORC,3318,,YES,,y,,
PORC120904,BES & Associates Reinsurance Limited ,PPM-PORC_A,3321,,YES,,y,,
PORC120904,BES & Associates Reinsurance Limited ,PPM_PORC,,12/31/18,NO,,y,,
PORC120904,BES & Associates Reinsurance Limited ,VESC_PW-PORC_A,8407,,YES,,y,,
PORC120904,BES & Associates Reinsurance Limited ,VESC_SC-PORC_A,3323,,YES,,y,,
PORC120904,BES & Associates Reinsurance Limited ,VESC_SC-PORC,,12/31/22,NO,,y,annual,Equation included in Product Mapping
PORC130501,"BLW Reinsurance, Ltd. ",Chemical_PORC_A,3578,,YES,,y,,
PORC130501,"BLW Reinsurance, Ltd. ",Chemical_PORC,,06/30/19,NO,,y,,
PORC130501,"BLW Reinsurance, Ltd. ",VESC_SC-PORC_A,3580,,YES,,y,,
PORC130501,"BLW Reinsurance, Ltd. ",VESC_SC-PORC,,12/31/21,NO,,y,,
PORC071011,"Bnouri 1958 Reinsurance Co., Ltd. ",EL_PORC,,-,NO,,N,,
PORC071011,"Bnouri 1958 Reinsurance Co., Ltd. ",PPM_PORC,,-,NO,,N,,
PORC071011,"Bnouri 1958 Reinsurance Co., Ltd. ",VESC_LW-PORC,,-,NO,,N,,
PORC030602,"BP & 4M Reinsurance Company, Ltd. ",Chemical_PORC,,-,NO,,Y,,
PORC030602,"BP & 4M Reinsurance Company, Ltd. ",Equis_SC-PORC,,-,NO,,Y,,
PORC030602,"BP & 4M Reinsurance Company, Ltd. ",Etch_PORC,,-,NO,,Y,,
PORC030602,"BP & 4M Reinsurance Company, Ltd. ",GAP_PORC,3053,,YES,,Y,,
PORC030602,"BP & 4M Reinsurance Company, Ltd. ",PPM_PORC,,-,NO,,Y,,
PORC030602,"BP & 4M Reinsurance Company, Ltd. ",VESC_LW-PORC,,-,NO,,Y,,
PORC030602,"BP & 4M Reinsurance Company, Ltd. ",VESC_SC-PORC,8472,,YES,,Y,,
PORC030602,"BP & 4M Reinsurance Company, Ltd. ",VscRefund_PORC,3056,,YES,,Y,,
PORC220102,"BRAG Reinsurance, Inc. ",Chemical_PORC_A,8295,,YES,,Y,,
PORC220102,"BRAG Reinsurance, Inc. ",GAP_PORC_A,8297,,YES,,Y,,
PORC220102,"BRAG Reinsurance, Inc. ",VESC_CL-PORC_A,8296,,YES,,Y,,
PORC220102,"BRAG Reinsurance, Inc. ",VESC_PW-PORC_A,8294,,YES,,Y,,
PORC220102,"BRAG Reinsurance, Inc. ",VESC_SC-PORC_A,8293,,YES,,Y,,
PORC180904,Brillhart 2 Reinsurance Limited ,GAP_PORC_A,,-,NO,,y,,
PORC030107,C. Brewer,Equis_SC-PORC,,-,NO,,Y,,
PORC030107,C. Brewer,Etch_PORC,,-,NO,,Y,,
PORC030107,C. Brewer,GIP_PORC,,-,NO,,Y,,
PORC030107,C. Brewer,LW_PORC,,-,NO,,Y,,
PORC030107,C. Brewer,PPM_PORC,,-,NO,,Y,,
PORC030107,C. Brewer,SC_PORC,,-,NO,,Y,,
PORC110335,"C. Brewer Investments Reinsurance, Ltd.",Etch_PORC,,-,NO,,Y,,
PORC110335,"C. Brewer Investments Reinsurance, Ltd.",GAP_PORC_A,,-,NO,,Y,,
PORC110335,"C. Brewer Investments Reinsurance, Ltd.",PPM_PORC_A,,-,NO,,Y,,
PORC110335,"C. Brewer Investments Reinsurance, Ltd.",PPM_PORC,,-,NO,,Y,,
PORC110335,"C. Brewer Investments Reinsurance, Ltd.",VESC_SC-PORC,,-,NO,,Y,,
PORC130121,C3 Reinsurance Limited ,Chemical_PORC,,12/31/20,NO,,y,,
PORC130121,C3 Reinsurance Limited ,GAP_PORC,,12/31/21,NO,,y,,
PORC130121,C3 Reinsurance Limited ,LP_PORC,3328,,YES,,y,,
PORC130121,C3 Reinsurance Limited ,PPM_PORC,,12/31/19,NO,,y,,
PORC130121,C3 Reinsurance Limited ,VESC_SC-PORC,3330,,YES,,y,,
PORC110147,"CAD Reinsurance, Ltd.",,,-,NO,,Y,,
PORC110147,"CAD Reinsurance, Ltd.",,,-,NO,,Y,,
PORC110147,"CAD Reinsurance, Ltd.",,,03/31/22,NO,,Y,,
PORC050613,"CAD Reinsurance, Ltd. ",DIM_PORC,,-,NO,,Y,,
PORC050613,"CAD Reinsurance, Ltd. ",Etch_PORC,,-,NO,,Y,,
PORC050613,"CAD Reinsurance, Ltd. ",PPM_PORC,,-,NO,,Y,,
PORC050613,"CAD Reinsurance, Ltd. ",VESC_SC-PORC,,-,NO,,Y,,
PORC160803,Calico Reinsurance Limited ,Chemical_PORC_A,7437,,YES,,y,,
PORC160803,Calico Reinsurance Limited ,Etch_PORC_A,4456,,YES,,y,,
PORC160803,Calico Reinsurance Limited ,GAP_PORC_A,4458,,YES,,y,,
PORC160803,Calico Reinsurance Limited ,PPM-PORC_A,5284,,YES,,y,,Equation included in Product Mapping
PORC160803,Calico Reinsurance Limited ,VESC_SC-PORC_A,4457,,YES,,y,,
PORC140802,"CastroRIC Reinsurance, Ltd. ",Chemical_PORC_A,,-,NO,,y,,
PORC140802,"CastroRIC Reinsurance, Ltd. ",Etch_PORC_A,,05/31/21,NO,,y,,
PORC140802,"CastroRIC Reinsurance, Ltd. ",GAP_PORC_A,,12/31/21,NO,,y,,
PORC140802,"CastroRIC Reinsurance, Ltd. ",GAP_PORC,,10/31/21,NO,,y,,
PORC140802,"CastroRIC Reinsurance, Ltd. ",PPM_PORC_A,,10/31/21,NO,,y,,
PORC140802,"CastroRIC Reinsurance, Ltd. ",PPM_PORC,,12/31/21,NO,,y,,
PORC040209,"Castrucci Reinsurance, Ltd. ",DIM_PORC,,-,NO,,N,,
PORC040209,"Castrucci Reinsurance, Ltd. ",VESC_SC-PORC,,-,NO,,N,,
PORC061205,"Catterson Reinsurance, Ltd. ",DIM_PORC,,-,NO,,N,,
PORC061205,"Catterson Reinsurance, Ltd. ",VESC_SC-PORC,,-,NO,,N,,
PORC211207,"CEC Enterprises Reinsurance, Inc. ",Chemical_PORC_A,8278,,YES,Need to clear mapping,y,,Equation included in Product Mapping
PORC211207,"CEC Enterprises Reinsurance, Inc. ",VESC_SC-PORC_A,8291,,YES,Need to clear mapping,y,,Equation included in Product Mapping
PORC211213,"CEC Enterprises Reinsurance, Inc. ",Chemical_PORC_A,8279,,YES,Need to clear mapping,y,,
PORC211213,"CEC Enterprises Reinsurance, Inc. ",VESC_SC-PORC_A,8282,,YES,Need to clear mapping,y,,
PORC211207,"CEC Enterprises Reinsurance, Inc. ",GAP_PORC_A,8280,,YES,,y,,Equation included in Product Mapping
PORC170501,"Cincinnati Cowboys Reinsurance, Ltd. ",VESC_LD-PORC_A,8621,,YES,,y,,
PORC170501,"Cincinnati Cowboys Reinsurance, Ltd. ",Chemical_PORC_A,5555,,YES,,y,,
PORC170501,"Cincinnati Cowboys Reinsurance, Ltd. ",LP_PORC_A,7299,,YES,,y,,
PORC170501,"Cincinnati Cowboys Reinsurance, Ltd. ",VESC_CL-PORC_A,7160,,YES,,y,,
PORC170501,"Cincinnati Cowboys Reinsurance, Ltd. ",VESC_KR-PORC_A,7161,,YES,,y,,
PORC170501,"Cincinnati Cowboys Reinsurance, Ltd. ",VESC_PC-PORC_A,7160,,YES,,y,,
PORC170501,"Cincinnati Cowboys Reinsurance, Ltd. ",VESC_PW-PORC_A,8550,,YES,,y,,
PORC170501,"Cincinnati Cowboys Reinsurance, Ltd. ",VESC_SC-PORC_A,5556,,YES,,y,,
PORC031285,"CKK Reinsurance Co., Ltd ",Equis_SC-PORC,,-,NO,,N,,
PORC211205,"CLPower Holdings Reinsurance, Inc. ",Chemical_PORC_A,8273,,YES,Need to clear mapping,y,,
PORC211205,"CLPower Holdings Reinsurance, Inc. ",VESC_SC-PORC_A,8276,,YES,Need to clear mapping,y,,Equation included in Product Mapping
PORC211211,"CLPower Holdings Reinsurance, Inc. ",Chemical_PORC_A,8274,,YES,Need to clear mapping,y,,Equation included in Product Mapping
PORC211211,"CLPower Holdings Reinsurance, Inc. ",VESC_SC-PORC_A,8277,,YES,Need to clear mapping,y,,
PORC211205,"CLPower Holdings Reinsurance, Inc. ",GAP_PORC_A,8275,,YES,,y,,Equation included in Product Mapping
PORC220902,"Coldfront Holdings Reinsurance, Inc. ",VESC_SC-PORC_A,8300,,YES,CHECK,Y,,
PORC220902,"Coldfront Holdings Reinsurance, Inc. ",VESC_SC-PORC_A,8622,,YES,CHECK,Y,,
PORC151103,Coldfront Reinsurance fka Narrowgate Holdings Rein ,VESC_SC-PORC_A,8300,,YES,,y,,
PORC170902,"Cole Creek Reinsurance, Ltd. ",ETCH_PORC_A,,-,NO,,y,,
PORC170902,"Cole Creek Reinsurance, Ltd. ",GAP_PORC_A,,-,NO,,y,,
PORC170902,"Cole Creek Reinsurance, Ltd. ",PPM_PORC_A,,-,NO,,y,,
PORC170902,"Cole Creek Reinsurance, Ltd. ",VESC_SC-PORC_A,,-,NO,,y,,
PORC140803,"CollinsRIC Reinsurance, Ltd. ",PPM_PORC_A,,-,NO,,y,,
PORC190605,"Corinth Reinsurance FM Company, Ltd. ",PPM_PORC_A,,-,NO,,y,,
PORC180401,"Court Laine Reinsurance, Ltd. ",VESC_LW-PORC_A,6833,,YES,,y,,
PORC040202,"Coyle Reinsurance, Ltd. ",DIM_PORC,,-,NO,,Y,,
PORC040202,"Coyle Reinsurance, Ltd. ",PPM_PORC,,-,NO,,Y,,
PORC040202,"Coyle Reinsurance, Ltd. ",VESC_SC-PORC,,-,NO,,Y,,
PORC110103,"Coyle Reinsurance, Ltd. ",VESC_SC-PORC,,-,NO,,Y,,
PORC211208,"CRIC Reinsurance, Inc. ",Chemical_PORC_A,8283,,YES,Need to clear mapping,y,,Equation included in Product Mapping
PORC211208,"CRIC Reinsurance, Inc. ",VESC_SC-PORC_A,8286,,YES,Need to clear mapping,y,,Equation included in Product Mapping
PORC211214,"CRIC Reinsurance, Inc. ",Chemical_PORC_A,8284,,YES,Need to clear mapping,y,,
PORC211214,"CRIC Reinsurance, Inc. ",VESC_SC-PORC_A,8287,,YES,Need to clear mapping,y,,
PORC211208,"CRIC Reinsurance, Inc. ",GAP_PORC_A,8285,,YES,,y,,Equation included in Product Mapping
PORC130201,"Crivelli Lifetime Reinsurance, Ltd. ",LP_PORC,3232,,YES,,y,,
PORC130201,"Crivelli Lifetime Reinsurance, Ltd. ",VESC_LW-PORC_A,3234,,YES,,y,,
PORC130201,"Crivelli Lifetime Reinsurance, Ltd. ",VESC_SC-PORC_A,3236,,YES,,y,,
PORC130201,"Crivelli Lifetime Reinsurance, Ltd. ",VESC_SC-PORC,,05/31/21,NO,,y,,
PORC130201,"Crivelli Lifetime Reinsurance, Ltd. ",LP_PORC_A,3233,,YES,,y,,
PORC110340,"Cross Timbers Reinsurance Company, Inc.",Etch_PORC_A,,-,NO,,Y,,
PORC110340,"Cross Timbers Reinsurance Company, Inc.",Etch_PORC,,-,NO,,Y,,
PORC110340,"Cross Timbers Reinsurance Company, Inc.",GAP_PORC_A,,-,NO,,Y,,
PORC110340,"Cross Timbers Reinsurance Company, Inc.",GAP_PORC,,-,NO,,Y,,
PORC110340,"Cross Timbers Reinsurance Company, Inc.",GIP_PORC,,-,NO,,Y,,
PORC110340,"Cross Timbers Reinsurance Company, Inc.",LP_PORC_A,,-,NO,,Y,,
PORC110340,"Cross Timbers Reinsurance Company, Inc.",LP_PORC,,-,NO,,Y,,
PORC110340,"Cross Timbers Reinsurance Company, Inc.",PPM_PORC_A,,-,NO,,Y,,
PORC110340,"Cross Timbers Reinsurance Company, Inc.",PPM_PORC,,-,NO,,Y,,
PORC110340,"Cross Timbers Reinsurance Company, Inc.",VESC_SC-PORC_A,,-,NO,,Y,,
PORC110340,"Cross Timbers Reinsurance Company, Inc.",VESC_SC-PORC,,-,NO,,Y,,
PORC110379,"Cruisin' OZ Reinsurance, Ltd. (AG)",Etch_SFA_A,,-,NO,,y,,
PORC110379,"Cruisin' OZ Reinsurance, Ltd. (AG)",Etch_SFA,,-,NO,,y,,
PORC110379,"Cruisin' OZ Reinsurance, Ltd. (AG)",GAP_SFA_A,,-,NO,,y,,
PORC110379,"Cruisin' OZ Reinsurance, Ltd. (AG)",GAP_SFA,,-,NO,,y,,
PORC110379,"Cruisin' OZ Reinsurance, Ltd. (AG)",VESC_SC-SFA_A,,-,NO,,y,,
PORC110379,"Cruisin' OZ Reinsurance, Ltd. (AG)",VESC_SC-SFA,,-,NO,,y,,
PORC110379,"Cruisin' OZ Reinsurance, Ltd. (AG)",VESC_SC-SFA_P,,-,NO,,y,,
PORC100102,"DAI Re fka DTAG Reinsurance, Ltd.",GIP_PORC,,-,NO,,Y,,
PORC100102,"DAI Re fka DTAG Reinsurance, Ltd.",PPM_PORC,,-,NO,,Y,,
PORC100102,"DAI Re fka DTAG Reinsurance, Ltd.",VESC_LW-PORC,,-,NO,,Y,,
PORC100102,"DAI Re fka DTAG Reinsurance, Ltd.",VESC_SC-PORC,,-,NO,,Y,,
PORC110388,"DAI Re fka FCDJ Reinsurance, Ltd.",GAP_PORC,,-,NO,,y,,
PORC110388,"DAI Re fka FCDJ Reinsurance, Ltd.",GIP_PORC,,-,NO,,y,,
PORC110388,"DAI Re fka FCDJ Reinsurance, Ltd.",PPM_PORC_A,,-,NO,,y,,
PORC110388,"DAI Re fka FCDJ Reinsurance, Ltd.",PPM_PORC,,-,NO,,y,,
PORC110388,"DAI Re fka FCDJ Reinsurance, Ltd.",VESC_SC-PORC,,-,NO,,y,,
PORC210104,Dan Powers Reinsurance Limited ,Chemical_PORC_A,8047,,YES,,y,,
PORC210104,Dan Powers Reinsurance Limited ,VESC_CL-PORC_A,8049,,YES,,y,,
PORC210104,Dan Powers Reinsurance Limited ,VESC_PW-PORC_A,8544,,YES,,y,,
PORC210104,Dan Powers Reinsurance Limited ,VESC_SC-PORC_A,8048,,YES,,y,,
PORC171102,"Dave and Lori Stumbo Reinsurance, Ltd. ",Chemical_PORC_A,6462,,YES,,y,,
PORC171102,"Dave and Lori Stumbo Reinsurance, Ltd. ",EL_PORC_A,7780,,YES,,y,,
PORC171102,"Dave and Lori Stumbo Reinsurance, Ltd. ",LP_PORC_A,6466,,YES,,y,,
PORC171102,"Dave and Lori Stumbo Reinsurance, Ltd. ",PPM-PORC_A,6835,,YES,,y,,
PORC171102,"Dave and Lori Stumbo Reinsurance, Ltd. ",VESC_CL-PORC_A,6464,,YES,,y,,
PORC171102,"Dave and Lori Stumbo Reinsurance, Ltd. ",VESC_KR-PORC_A,6465,,YES,,y,,
PORC171102,"Dave and Lori Stumbo Reinsurance, Ltd. ",VESC_PC-PORC_A,6467,,YES,,y,,
PORC171102,"Dave and Lori Stumbo Reinsurance, Ltd. ",VESC_PW-PORC_A,8527,,YES,,y,,
PORC171102,"Dave and Lori Stumbo Reinsurance, Ltd. ",VESC_SC-PORC_A,6468,,YES,,y,,
PORC110384,"DCG Reinsurance Co., Ltd. (AG)",Chemical_SFA_A,6484,,YES,,y,,
PORC110384,"DCG Reinsurance Co., Ltd. (AG)",Chemical_SFA,,-,NO,,y,,
PORC110384,"DCG Reinsurance Co., Ltd. (AG)",GAP_SFA_A,6479,,YES,,y,,
PORC110384,"DCG Reinsurance Co., Ltd. (AG)",GAP_SFA,,12/31/21,NO,,y,,
